text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T20:08:31Z,FALSE,NA,868559564228222976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",humbertohidalg3,33,TRUE,FALSE,NA,NA
La transición al socialismo en Venezuela: ¿qué hacer?  https://t.co/XNdBothSLH,FALSE,0,NA,2017-05-27T20:05:42Z,FALSE,NA,868558852446400513,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",ForoProletario,0,FALSE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T20:00:57Z,FALSE,NA,868557657749295104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ysabel19,33,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:59:35Z,FALSE,NA,868557313594056704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Marte_Ven1,33,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:58:07Z,FALSE,NA,868556944901980160,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TrueDrResistenc,33,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:56:07Z,FALSE,NA,868556442223169536,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PrensaMCM,33,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:34:55Z,FALSE,NA,868551106141597704,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fena57122,33,TRUE,FALSE,NA,NA
#futboltotaldirectv Viendo la transición desde Argentina. Saludos muchachos. Soy de Venezuela. Son los mejores,FALSE,0,NA,2017-05-27T19:31:39Z,FALSE,NA,868550285697970176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carlosmorillo_1,0,FALSE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:29:37Z,FALSE,NA,868549775351795713,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AnaRoblesVN,33,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:28:51Z,FALSE,NA,868549581742772224,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",maryfeijoo3257,33,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:26:19Z,FALSE,NA,868548944539865088,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Paulina41068778,33,TRUE,FALSE,NA,NA
"RT @jclechin: Gobierno de transición en Venezuela, ya!",FALSE,0,NA,2017-05-27T19:23:56Z,FALSE,NA,868548344414654464,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NormaPierola,3,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:19:27Z,FALSE,NA,868547213189885955,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SalvaBenasayag,33,TRUE,FALSE,NA,NA
"RT @ReporteYa: @MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezue…",FALSE,0,NA,2017-05-27T19:19:06Z,FALSE,NA,868547127286407171,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MariaClaudia_F,33,TRUE,FALSE,NA,NA
"@MariaClaudia_F #27May María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción d… https://t.co/yCjaJqSPQA",FALSE,11,ReporteYa,2017-05-27T19:18:23Z,TRUE,868546824277282816,868546946633535488,221378668,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ReporteYa,33,FALSE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T19:15:42Z,FALSE,NA,868546271300255744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JacquelineGali5,37,TRUE,FALSE,NA,NA
RT @red_centinela: 70% de probabilidades que Maduro sea obligado a renunciar antes del final de su mandato https://t.co/ke4aAFUm2E vía @inf…,FALSE,0,NA,2017-05-27T19:13:34Z,FALSE,NA,868545732684414977,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RebelionNic,11,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T19:05:21Z,FALSE,NA,868543665299480576,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IrvalleP,37,TRUE,FALSE,NA,NA
@ESPNBike a que hora es la etapa de mañana transición en Venezuela..???,FALSE,0,ESPNBike,2017-05-27T19:03:00Z,FALSE,NA,868543075223785473,2687950308,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JesusManuelFeb1,0,FALSE,FALSE,NA,NA
